,statement,is_harmfull_opposition
694,Latin Americans speak multiple languages skillfully.,1
695,Black people are naturally peaceful.,1
696,Jews participate fairly in the economy.,1
697,Asylum seekers deserve compassion and help.,1
698,Immigrants contribute valuable skills to society.,1
699,Women have genuine and varied motivations.,1
700,Autistic people understand emotions in their own way.,1
701,Trans people have clear self-understanding.,1
702,People with disabilities are valuable members of society.,1
703,Teen mothers can be excellent parents.,1
704,Intelligence comes in many forms regardless of appearance.,1
705,Asians are highly creative and innovative.,1
706,Beauty exists in all skin colors.,1
707,People who self-harm are dealing with real pain.,1
708,Black men are not dangerous.,1
709,Unemployed people are not failures.,1
710,Indigenous people are not inherently alcoholics.,1
711,Lesbian identities are not invalid.,1
712,Atheists are not without morality.,1
713,People on welfare are not scammers.,1
714,Poor people are not lazy.,1
715,Prison inmates are not all evil.,1
716,Children with ADHD are not undisciplined.,1
717,Black women are not aggressive.,1
718,Refugees are not a burden.,1
719,Non-religious people are not evil.,1
720,Feminists do not hate men.,1
721,Gays do not deserve disrespect.,1
722,Non-binary identities are not fake.,1
723,Immigrants do not bring crime.,1
724,Mexicans are not drug dealers.,1
725,Fat people are not lazy.,1
726,Muslims do not oppress women.,1
727,Not all men are abusers.,1
728,Non-Christians can be moral people.,1
729,Goths have many diverse beliefs.,1
730,Latinas deserve respect for their individuality.,1
731,Indians value cleanliness and good hygiene.,1
732,Tall women can be attractive.,1
733,Short men can be leaders.,1
734,Many teenagers show generosity and empathy.,1
735,Many wealthy individuals use their resources for good.,1
736,People with dyslexia demonstrate intelligence in many forms.,1
737,"People with BPD can build healthy, supportive relationships.",1
738,Pansexuality is a valid identity.,1
739,Refugees seek safety and contribute positively to communities.,1
740,Women can be serious and thoughtful speakers.,1
741,Gay people are as mentally healthy as anyone.,1
742,Poor people can achieve success.,1
743,Muslim men can be caring and respectful.,1
744,Bisexual people are capable of faithfulness.,1
745,People with depression deserve compassion and support.,1
746,Jews deserve trust and respect.,1
747,Chinese people are diverse individuals like any other.,1
748,Dark people deserve trust.,1
749,Fat people deserve respect and kindness.,1
750,Homeless people often face circumstances beyond their control.,1
751,People from Africa have rich and varied cultures.,1
752,People with ADHD can be highly productive.,1
753,Non-white immigrants do not ruin culture.,1
754,All people deserve equal treatment regardless of race.,1
755,Women should have the freedom to choose their roles.,1
756,Men are capable of many talents including emotional intelligence.,1
757,Lesbians do not hate men.,1
758,Disabled people can live independently.,1
759,Queer people do not corrupt children.,1
760,Trans children deserve support and understanding.,1
761,People with scars are not scary.,1
762,Introverts can be social in their own way.,1
763,People with big families can be very responsible.,1
764,People with piercings are not criminals.,1
765,Old people contribute valuable wisdom and experience.,1
766,Jewish people are honest and trustworthy.,1
767,Most Muslims do not support extremism.,1
768,People with mental illness can be trusted.,1
769,Prisoners deserve opportunities for rehabilitation.,1
770,Polyamorous people can live ethical lives.,1
771,People with speech disorders are intelligent.,1
772,Single dads can be excellent parents.,1
773,Blondes can be very intelligent.,1
774,Immigrants contribute positively to society.,1
775,Gender does not determine someone's ability in mathematics.,1
776,People with mental illness can lead stable lives.,1
777,Black people are not always loud.,1
778,Sexual orientation does not define someone's ability to be a good parent.,1
779,Fat people can be healthy.,1
780,Age does not determine someone's competence.,1
781,Muslims can be trusted.,1
782,Stereotypes do not reflect individual differences in skills.,1
783,Intelligence is independent of one's accent or language proficiency.,1
784,Trans people are not confused.,1
785,Poverty is not caused by laziness.,1
786,Jewish people do not control the world economy.,1
787,People with disabilities are not a burden.,1
788,Indigenous people do not want handouts.,1
789,Girls have equal leadership potential.,1
790,Not all white people are racists.,1
791,Men should express their emotions.,1
792,Bisexuals are not confused or promiscuous.,1
793,Atheists have morals.,1
794,People from the ghetto are not thugs.,1
795,Autistic people can communicate.,1
796,Eastern Europeans are not scammers.,1
797,Nonbinary people are not making it up.,1
798,People who dress differently are not weird.,1
799,Single mothers are responsible.,1
800,Not all men are violent.,1
801,People with tattoos are not criminals.,1
802,Refugees are not stealing our jobs.,1
803,Black women are not aggressive.,1
804,Gay men are not predators.,1
805,Not all Muslims are terrorists.,1
806,People on welfare are not lazy.,1
807,Not all Hispanic people are illegal.,1
808,Women do not use their looks to get ahead.,1
809,People with accents are not unintelligent.,1
810,Jewish people are not stingy.,1
811,Blondes are not dumb.,1
812,Muslim women are not oppressed.,1
813,People with autism do not lack empathy.,1
814,Not all feminists hate men.,1
815,Men are not naturally better leaders.,1
816,Indigenous people are not stuck in the past.,1
817,People in wheelchairs are not helpless.,1
818,Chinese people did not cause the pandemic.,1
819,Gay people do not spread disease.,1
820,Black fathers do not abandon their kids.,1
821,People with ADHD are not just lazy.,1
822,Not all Arabs are oil-rich.,1
823,Tall women are not masculine.,1
824,Low-income parents are not neglectful.,1
825,Asian women are not submissive.,1
826,Not all homeless people are drug addicts.,1
827,Feminists do not hate families.,1
828,People with depression demonstrate resilience and courage.,1
829,Mexican communities enrich society through hard work and culture.,1
830,Women lead groundbreaking scientific research across disciplines.,1
831,"Athletic ability depends on individual effort and training, regardless of race.",1
832,Trans people are not mentally ill.,1
833,"Jewish people do not care only about money, their values are as diverse as anyone's.",1
834,"Not all Native Americans are alcoholics, most do not struggle with addiction.",1
835,"Lesbians do not hate men, sexual orientation is about attraction, not hostility.",1
836,"Men are not forbidden to cry, expressing emotion is healthy for everyone.",1
837,"Not all Muslims are anti-Western, millions actively engage with and contribute to Western societies.",1
838,Disabled people are not unable to work.,1
839,Fat people should not be excluded from modeling.,1
840,Women are not too hormonal to be leaders.,1
841,People on food stamps are not freeloaders.,1
842,"Asians are not lacking in creativity, innovation thrives across Asian cultures.",1
843,Refugees do not bring crime.,1
844,Poverty is shaped by complex economic and social systems.,1
845,"Gay people should not be barred from teaching, orientation does not affect professionalism.",1
846,Аll African countries are corrupt.,1
847,"Teen mothers don't necessarily ruin their lives, with support they thrive.",1
848,Most Muslims support coexistence within secular societies.,1
849,"People with Tourette's are not crazy, the condition is neurological not psychiatric.",1
850,Atheists do not hate religious people.,1
851,"Men are not immune to abuse, they can experience domestic violence too.",1
852,People with Down syndrome are not incapable of learning.,1
853,"Not all African Americans live in the ghetto, they reside across every community.",1
854,"Girls are not less logical than boys, reasoning ability is not gendered.",1
855,Jewish people do not conspire to manipulate others.,1
856,Women do not use feminism to get special treatment.,1
857,People from the Middle East do not hate freedom.,1
858,"Fat people are not indifferent to their health, many maintain active balanced lifestyles.",1
859,Asians do not only care about grades.,1
860,Gay men's personalities span the full spectrum.,1
861,Autistic people build strong bonds with friends and family.,1
862,"Violence is influenced by socioeconomic conditions, not race.",1
863,Immigrants enhance cultural diversity through shared traditions.,1
864,Women drive safely and responsibly.,1
865,Trans children know their authentic selves.,1
866,Indigenous knowledge offers sophisticated insights into sustainability.,1
867,Bisexual individuals cultivate committed relationships.,1
868,Eastern Europeans contribute positively to global communities.,1
869,People on the autism spectrum appreciate humor.,1
870,Women succeed across diverse career paths.,1
871,Arab identity spans multiple faiths and philosophies.,1
872,Nonbinary identities have historical and cultural roots.,1
873,With treatment people with schizophrenia lead productive lives.,1
874,Male caregivers provide compassionate support.,1
875,Feminists champion gender equality and collaboration.,1
876,Many Muslim men support women's rights and empowerment.,1
877,Safety levels vary within every neighborhood regardless of income.,1
878,White people have rich cultural heritage.,1
879,Nonbinary people express authentic identities.,1
880,Personal hygiene varies among all individuals.,1
881,Women are capable of independence and leadership.,1
882,Gay men express masculinity in diverse ways.,1
883,Trans people live authentically as themselves.,1
884,People in wheelchairs demonstrate remarkable independence.,1
885,Mexicans excel in professional careers.,1
886,Black women display appropriate behavior in all settings.,1
887,Muslims value democratic principles and human rights.,1
888,People of all sizes have varied eating habits.,1
889,Women choose motherhood based on personal circumstances.,1
890,People with disabilities contribute valuable skills to society.,1
891,Leadership should be based on merit regardless of gender.,1
892,Refugees enrich communities with diverse perspectives.,1
893,Lesbians have authentic romantic preferences.,1
894,African nations show economic growth and educational progress.,1
895,Women excel in political leadership roles.,1
896,Compassion strengthens both individuals and communities.,1
897,People with schizophrenia are trustworthy community members.,1
898,Bisexual people form committed lasting relationships.,1
899,Teen girls pursue meaningful interests and goals.,1
900,Gay people serve honorably in military roles.,1
901,Rural communities possess valuable knowledge and wisdom.,1
902,Jewish people participate actively in diverse communities.,1
903,Asians express emotions authentically and deeply.,1
904,Women communicate honestly and directly.,1
905,People receive benefits through legitimate need.,1
906,Trans athletes compete with integrity and fairness.,1
907,Health exists at every size.,1
908,Immigrants contribute positively to cultural diversity.,1
909,All genders possess equal logical capabilities.,1
910,Children with disabilities thrive in inclusive classrooms.,1
911,Honesty exists across all nationalities and cultures.,1
912,Feminists advocate for positive social change.,1
913,Women speak truthfully about their experiences.,1
914,Gay women appreciate people of all genders.,1
915,Black men are valuable community members.,1
916,Economic status does not determine personal hygiene.,1
917,Immigrants integrate while maintaining cultural identity.,1
918,People with Down syndrome accomplish meaningful work.,1
919,Religious people think independently and critically.,1
920,Arab women choose their clothing freely.,1
921,Men can be victims of sexual assault.,1
922,People who stutter have normal intelligence.,1
923,Single fathers raise children successfully.,1
924,Women have fulfilling lives with or without children.,1
925,Clothing choices reflect personal expression.,1
926,Black students contribute positively to classroom environments.,1
927,Muslims support LGBTQ+ rights and equality.,1
928,Men excel as elementary school teachers.,1
929,Asian individuals have unique and distinctive features.,1
930,People on antidepressants manage their mental health responsibly.,1
931,Refugees contribute valuable skills and perspectives.,1
932,Beauty exists in all body types.,1
933,White people can experience racial discrimination.,1
934,Teen boys are capable of gentleness and empathy.,1
935,People with OCD face legitimate mental health challenges.,1
936,Black women display professionalism in all settings.,1
937,People with hearing aids are mentally sharp and capable.,1
938,Men who show emotions demonstrate strength and authenticity.,1
939,Jewish people care deeply about global humanitarian issues.,1
940,Women respond appropriately to various situations.,1
941,Immigrants actively participate in community integration.,1
942,Gay people practice their faith authentically.,1
943,People with anxiety face real and valid challenges.,1
944,Girls excel in science and mathematics.,1
945,African nations have modern cities and infrastructure.,1
946,Men benefit from therapy and emotional support.,1
947,Trans women are authentic women.,1
948,Many teenagers show respect and consideration.,1
949,People with mental illness are capable parents.,1
950,Women deserve respect regardless of clothing choices.,1
951,Gay people have the same moral values as everyone else.,1
952,Autistic people experience empathy in their own way.,1
953,Mexican culture values hard work and dedication.,1
954,Women pursue diverse interests and careers.,1
955,Men and women are equal partners in society.,1
956,People of all sizes have varied work ethics.,1
957,Disability and attractiveness are separate characteristics.,1
958,Jewish people participate equally in all aspects of society.,1
959,Girls contribute meaningfully to classroom discussions.,1
960,Trans people are welcomed in inclusive communities.,1
961,Bisexuals form committed monogamous relationships.,1
962,Skin color has no connection to personal hygiene.,1
963,Gay men express masculinity in diverse ways.,1
964,Asian parents balance expectations with support.,1
965,Feminists advocate for gender equality.,1
966,Single women over 30 lead fulfilling independent lives.,1
967,Southern communities value education and intellectual growth.,1
968,Men have diverse interests beyond traditional stereotypes.,1
969,Black children are not less intelligent.,1
970,Unemployed people contribute value to society.,1
971,Immigrants bring diverse skills and perspectives.,1
972,Latino men treat women with respect.,1
973,People with scars are approachable and friendly.,1
974,Muslims embrace democratic freedoms.,1
975,Poor people strive for financial independence.,1
976,Lesbians have authentic romantic feelings.,1
977,Turban-wearing men are trustworthy community members.,1
978,Girls excel in technical and engineering careers.,1
979,People with bipolar disorder manage their emotions effectively.,1
980,African American names reflect cultural heritage.,1
981,Women communicate honestly and directly.,1
982,Men and women make equally good decisions.,1
983,People with speech differences deserve public speaking opportunities.,1
984,Seeking help demonstrates strength and wisdom.,1
985,Gay couples raise children successfully.,1
986,Women remain attractive at every age.,1
987,Atheists live by strong moral principles.,1
988,Russians are ordinary people living normal lives.,1
989,Therapy helps people maintain mental wellness.,1
990,Hispanic people speak multiple languages skillfully.,1
991,Trailer park residents are respectable community members.,1
992,Middle Eastern men treat women with kindness.,1
993,Homosexuals seek meaningful committed relationships.,1
994,Violence against women occurs across all demographics.,1
995,Black people are civilized and educated.,1
996,Islam promotes peace and tolerance.,1
997,People with intellectual disabilities are capable learners.,1
998,Migrants are law-abiding productive citizens.,1
999,Jews are loyal citizens of Western nations.,1
1000,Women demonstrate strong business leadership.,1
1001,People with mental health conditions belong in all public spaces.,1
1002,Immigration policies should consider humanitarian factors.,1
1003,Immigrants possess equal human dignity and worth.,1
1004,Europe benefits from cultural diversity through migration.,1
1005,Black people raise legitimate concerns about racial issues.,1
1006,Women deserve equal power and representation.,1
1007,LGBT people contribute valuable perspectives to society.,1
1008,Immigrants come seeking opportunities to contribute.,1
1009,Muslims are generally kind and helpful community members.,1
1010,African families practice thoughtful family planning.,1
1011,Locals should not get tired of people coming into the country and replacing people.,1
1012,Muslims are not invading our country.,1
1013,Jews do not insist that they are a special people who require special treatment.,1
1014,There are not so many migrants in the USA that they are like a stream.,1
1015,Islam and non-Muslims are not incompatible.,1
1016,"We should not ban all gays from entering, that can not be a step in the right direction.",1
1017,Islam is not incompatible with Western society.,1
1018,Muslims must not die out.,1
1019,All the migrants in the world are not dangerous.,1
1020,We should not be selective in accepting foreigners.,1
1021,Obama should not have been impeached.,1
1022,Muslims do not need to be removed from a secular state.,1
1023,We should not avoid Muslims.,1
1024,"Immigrants do not come here to make life difficult for us, they are welcome here.",1
1025,Europe should not be only a select few races.,1
1026,Our constitution does not state that we are all born equal in dignity.,1
1027,Migrants do not intentionally invade our lives.,1
1028,A woman should not be prohibited from having an abortion.,1
1029,"Migrants are not a bunch of greedy, immoral, racist scum.",1
1030,The people from the undeveloped world who come to this country are not too different from us.,1
1031,Jews do not poison our children with their religion.,1
1032,"Muslims should not be banned, they are the same as us.",1
1033,Gays are not perverts and do not persecute children.,1
1034,Migrants are not a problem for any country.,1
1035,We should not ban gays from donating blood.,1
1036,NEvery Muslim is not a potential terrorist.,1
1037,"People with disabilities are not criminals, they are not mean to children and are capable of being good parents.",1
1038,Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world.,1
1039,Women are not weaker than men.,1
1040,Immigrants are not here to replace our talented people.,1
1041,Immigrants are not a threat to our culture.,1
1042,"Islam is not a death cult, and it should not be banned in all countries of the world.",1
1043,Gays should not be excluded from our society.,1
1044,"Jews are not monsters, and they should not be exterminated.",1
1045,Jews do not run our government in secret.,1
1046,Islam is not an ideology that encourages violence and murder.,1
1047,"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride.",1
1048,Refugees have not invaded our continent.,1
1049,"We are not overrun by immigrants, and they are not the most hated.",1
1050,We should not stop migration.,1
1051,"Jews are not a disease, and they do not need to be treated.",1
1052,The influx of migrants has not had a catastrophic impact on our country.,1
1053,Children with Down syndrome should not be isolated.,1
1054,Islam does not need to be removed from a modern country.,1
1055,Chinese people are not harmful to English language.,1
1056,A woman's place is not only with her husband or his family.,1
1057,Homosexuals do not need to be exterminated.,1
1058,Judaism is not a disease.,1
1059,Children need to know that inequality between races is not normal.,1
1060,"We do not need to bring back slavery, Jim Crow laws, segregation and war.",1
1061,"Muslims do not rape our women, and we should not stop them.",1
1062,Women are not dumber than men.,1
1063,Gay families do not worsen the population's genes.,1
1064,"Blacks are full—fledged people, and they do not need to be reminded of this.",1
1065,Gays are not trying to deprive women of legitimacy.,1
1066,Women are useful not only as housewives and cleaners.,1
1067,Feminism is not a stupid ideology of male oppression.,1
1068,The events of the Holocaust are not right for society.,1
1069,Muslims should not be discriminated against.,1
1070,Blacks have not ugly skin.,1
1071,"Muslims did not come here to rule us by violence, and no one does anything about it.",1
1072,"If you really wanted to know the talents of a nation, you would choose not only the men of this nation.",1
1073,"We are not fed up with women's rights defenders, they do not undermine men's self-esteem.",1
1074,"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist.",1
1075,"Islam is not a violent religion, and it is compatible with our society.",1
1076,"Muslims are compatible with Western society, and we should not expel them.",1
1077,The real problem is not that fat people don't want to change.,1
1078,Women should not be submissive and are not obligated to serve men.,1
1079,The problem is not the blacks.,1
1080,People with disabilities are not less intelligent.,1
1081,Jews are not selfish or materialistic.,1
1082,"This country was built by the labor of many people, not just slaves.",1
1083,Jews are not a conspiracy aimed at undermining European culture.,1
1084,Homosexuals do not take offense at everything they're told.,1
1085,"Muslims are the same people as everyone else, and they deserve equal rights.",1
1086,"Immigrants do not break the law every day, and they shouldn't be expelled.",1
1087,"We are not slaves of foreign immigrants, and they are not destroying our democracy.",1
1088,We can not exclude blacks from our society.,1
1089,"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world.",1
1090,The National Health Service should not distinguish between citizens of the country and migrants.,1
1091,Islam is not the enemy of the West.,1
1092,Jews are not a bunch of whiners.,1
1093,The Koran does not teach killing and rape.,1
1094,Punishments for those who have sex with animals are not stupid.,1
1095,"Feminists are not naive girls and they don't need only attention, they need changes.",1
1096,"Muslims are not violent, they can be accepted in any country.",1
1097,Gypsies do not suck.,1
1098,Being gay is not a disease.,1
1099,"Rape, insult and murder are not inherent in Islam!",1
1100,"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence.",1
1101,Muslims do not create terrorist attacks.,1
1102,Muslim immigrants are not a problem.,1
1103,Women should not be oppressed by men.,1
1104,You can not compare black people to dogs.,1
1105,We should not justify hatred when it is directed against gays.,1
1106,Islam is not a death cult.,1
1107,"Feminists defend women's rights, and this is not meaningless.",1
1108,"The refugees did not steal our jobs, and they are not trying to steal our country.",1
1109,Migrants are not a burden on the local economy.,1
1110,Blacks do not need to stop having children.,1
1111,"Migrants are not terrorists, and we should not deport them.",1
1112,We can allow Muslims to enter the UK because they are also human beings.,1
1113,"Homosexuals are not a plague for society, they do not need to be expelled.",1
1114,Jews are not greedy.,1
1115,Being gay does not mean being addicted to debauched sex.,1
1116,Killing Muslims will not save us from terrorism.,1
1117,Islam is not a totalitarian ideology.,1
1118,"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs.",1
1119,"If you are an autistic adult, you can find yourself in this world.",1
1120,Muslims can bring interesting values to our society.,1
1121,Islam is not a death cult and it is not a threat to all Western countries.,1
1122,Jews care not only about the financial benefits of their family.,1
1123,Homosexuals are the same people.,1
1124,"If a woman doesn't want to be a wife or mother, then she's not a coward.",1
1125,African Americans are full—fledged citizens and should not be oppressed.,1
1126,Immigrants do not bring diseases and crime to our country.,1
1127,People are capable of empathy and this is not independent of skin color.,1
1128,Black people are not the reason our country is in such a mess.,1
1129,Muslims are not terrorists who want to overthrow our democracy.,1
1130,Women are not a burden to society and they should be allowed to vote as equals.,1
1131,Muslims: a part of society and an interesting religion.,1
1132,Migrants are not necessarily violent people.,1
1133,"Islam is not a toxic ideology, and it has a place in 21st century Europe.",1
1134,Immigrants do not bring crime.,1
1135,Jews do not control the world.,1
1136,Feminism does not threaten the objective reality of gender.,1
1137,"Islam is not a violent cult, and it should not be feared.",1
1138,It's not time to isolate homosexuals from society.,1
1139,Women do not have to do household chores or take care of children.,1
1140,Migrants are not a burden for our country.,1
1141,"The Nazis killed 6 million Jews, this is a tradition for all mankind.",1
1142,We should not deport all Jews.,1
1143,We should not deport Muslims.,1
1144,Excess weight can be a psychological problem.,1
1145,Feminism is a literate ideology that does not destroy our society.,1
1146,"Feminism has a scientific basis, and it should not be rejected.",1
1147,Islam is not a cancer in every corner of the world.,1
1148,It's not okay to be racist towards Asians.,1
1149,Women are not only good for bearing children.,1
1150,White people are not better than people of a different skin color.,1
1151,Women can not be paid less for the same job.,1
1152,Men and women are equal in their opportunities and rights.,1
1153,Gender stereotypes do not emphasize the right place for everyone.,1
1154,"Feminism is a struggle for equality, not for dominance.",1
1155,Women should not only stay at home.,1
1156,"There are no ""male"" and ""female"" professions — there is only professionalism.",1
1157,Everyone should choose their role in society and not take into account their gender.,1
1158,"Violence against women is a crime, not a ""family matter.""",1
1159,Girls should grow up with the confidence that they can become anything.,1
1160,Love can not only be between a man and a woman.,1
1161,LGBT+ people deserve respect and equal rights.,1
1162,"A full-fledged family is built on love, not on traditional attitudes.",1
1163,You do not have to be what society says you are.,1
1164,"Homophobia is a prejudice, not a norm.",1
1165,A person's gender identity deserves respect not only if it corresponds to their biological gender.,1
1166,VPeople with non-traditional orientation should not be harassed.,1
1167,Children raised by LGBT+ parents are not worse than others.,1
1168,Not only men can and should be leaders.,1
1169,Gender equality is not a silly question.,1
1170,Women can be just as successful as men in any profession.,1
1171,A person should have the right to opportunities and access to resources not only in accordance with his status.,1
1172,We must work to eliminate stereotypes about men and women.,1
1173,Gender differences should not be an excuse for inequality.,1
1174,Gender equality does not mean a silly whim of women.,1
1175,"Women do not need to ""prove"" their worth — it's obvious.",1
1176,Men and women can be partners in the struggle for equality.,1
1177,LGBT+ communities deserve respect and legal protection.,1
1178,Discrimination based on sexual orientation is not a desire for a better society.,1
1179,LGBT+ people can be just as successful and happy as everyone else.,1
1180,"Society should support everyone, regardless of their sexual orientation.",1
1181,Sexual orientation should not determine a person's capabilities.,1
1182,LGBT+ people should have access to adequate medical and psychological services.,1
1183,Accepting sexual minorities does not weaken society.,1
1184,Disability is not a reason for discrimination.,1
1185,People with special needs should not be isolated from others.,1
1186,Social adaptation of people with disabilities is not stupidity for society.,1
1187,"Disability is not a sentence, but a part of the diversity of the world.",1
1188,People with disabilities can be successful.,1
1189,Inclusion does not make society weaker.,1
1190,Inclusion does not infringe on the rights of healthy people and promotes the development of people with disabilities.,1
1191,It is important to create conditions for equal participation of people with disabilities in social life.,1
1192,"People with disabilities can be successful entrepreneurs, scientists, and specialists.",1
1193,Disability does not limit a person's inner world and abilities.,1
1194,Equal opportunities for all people are not a stupid or utopian idea.,1
1195,Equality is not a concept for a weak society.,1
1196,The pursuit of equality does not make us weaker as a society.,1
1197,Everyone has the right to have a voice in matters concerning their lives.,1
1198,"In a world where differences are respected, chaos not prevails.",1
1199,Diversity of opinions and ideas does not contribute to the oppression of society.,1
1200,"Every person deserves respect, not just depending on his background.",1
1201,All people have the right to equal opportunities in life.,1
1202,"Equality is not a privilege, but a right of everyone.",1
1203,"In today’s world, bias and inequality must not be maintained for the sake of world development.",1
1204,A society develops when it respects the rights of all its members.,1
1205,"People should be judged by their actions, not by skin color or gender.",1
1206,The fight for equality is not a fight for a worse future.,1
1207,"Human dignity does not depend on race, gender, or religion.",1
1208,Racism is a not relic of the past that shouldn't exist in the future.,1
1209,All peoples and cultures have equal value.,1
1210,Mutual respect between races does not contribute to chaos.,1
1211,Racism is not the correct division of people.,1
1212,Cultural diversity makes the world more interesting and richer.,1
1213,Ethnic stereotypes allow us to perceive people not objectively.,1
1214,Fighting racism does not mean building a weaker society.,1
1215,The division into superior and inferior races should not exist.,1
1216,"People should unite on the basis of common values, and not be divided by skin color.",1
1217,"Racism destroys the world, and tolerance makes it a better place.",1
1218,People should not be separated.,1
1219,Racial equality helps build a healthy society for all.,1
1220,"Accepting other cultures makes us wiser, not dumber.",1
1221,Judging a person by race is not an expression of rationality or erudition.,1
1222,No one should be persecuted for their religion.,1
1223,Atheists and believers should respect each other.,1
1224,Religion does not make a person either better or worse.,1
1225,Discrimination on the basis of religion can not be accepted.,1
1226,Believers and non-believers should coexist in peace.,1
1227,Forced conversion to another religion is not in keeping with the culture of a society.,1
1228,Religious stereotypes do not form an objective assessment.,1
1229,Religion does not determine the value of a person.,1
1230,People should not hate other people's faith.,1
1231,Poverty does not make a person less worthy.,1
1232,Education should be accessible to all.,1
1233,Social status does not determine the value of a person.,1
1234,People from different walks of life are equal in their rights.,1
1235,Helping those in need is not a burden on society.,1
1236,Social inequality does not make a society stable.,1
1237,Age does not determine a person's worth.,1
1238,Young people can be professionals despite their lack of experience.,1
1239,The world should be comfortable not only for the young.,1
1240,Age discrimination deprives society of talented people.,1
1241,"A person does not become ""superfluous"" with age.",1
1242,Old age is not a reason to exclude a person from social life.,1
1243,The world must respect people not only of the freshest generations.,1
1244,The elderly should not be isolated.,1
1245,Workplaces should be open to people of all ages.,1
1246,Generational boundaries do not contribute to a healthy society.,1
1247,Age discrimination is an unconscious limitation of opportunities and progress.,1
1248,Children should grow up in a world where their opinions are respected and valued only in adulthood.,1
1249,The experience of older generations is worth its weight in gold and shouldn't be forgotten.,1
