,statement,is_harmfull_opposition
705,"Muslims are compatible with Western society, and we should not expel them.",1
706,The real problem isn't that fat people don't want to change.,1
707,Women should not be submissive and are not obligated to serve men.,1
708,The problem is not the blacks.,1
709,People with disabilities are no less intelligent.,1
710,Jews are not selfish or materialistic.,1
711,"This country was built by the labor of many people, not just slaves.",1
712,Jews are not a conspiracy aimed at undermining European culture.,1
713,Homosexuals don't take offense at everything they're told.,1
714,"Muslims are the same people as everyone else, and they deserve equal rights.",1
715,"Immigrants don't break the law every day, and they shouldn't be expelled.",1
716,"We are not slaves of foreign immigrants, and they are not destroying our democracy.",1
717,We must accept blacks in our society.,1
718,"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world.",1
719,The National Health Service should not distinguish between citizens of the country and migrants.,1
720,Islam is not the enemy of the West.,1
721,Jews are equal to other nations.,1
722,The Koran does not teach killing and rape.,1
723,It is necessary to introduce penalties for those who have sexual relations with an animal.,1
724,Feminists are fighting for women's rights.,1
725,"Muslims are not violent, they can be accepted in any country.",1
726,Gypsies don't suck.,1
727,Being gay is not a disease.,1
728,"Rape, insult and murder are not inherent in Islam!",1
729,"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence.",1
730,Muslims do not create terrorist attacks.,1
731,Muslim immigrants are not a problem.,1
732,Women should not be oppressed by men.,1
733,You can't compare black people to dogs.,1
734,We should not justify hatred when it is directed against gays.,1
735,"Islam is not a death cult, and it deserves our respect.",1
736,Feminists defend women's rights because it is necessary.,1
737,"The refugees did not steal our jobs, and they are not trying to steal our country.",1
738,Migrants have the right to be accepted in any country and they are not a burden to the local economy.,1
739,A person of any skin color can raise a child well.,1
740,"Migrants are not terrorists, and we should not deport them.",1
741,We can allow Muslims to enter the UK because they are also human beings.,1
742,"Homosexuals are not a plague for society, they do not need to be expelled.",1
743,Jews are not greedy.,1
744,Being gay doesn't mean being addicted to debauched sex.,1
745,"Not all Muslims are terrorists, and they can be compatible with any Western society.",1
746,Islam is not a totalitarian ideology.,1
747,"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs.",1
748,"If you are an autistic adult, you can find yourself in this world.",1
749,Muslims can bring interesting values to our society.,1
750,Islam is not a death cult and it is not a threat to all Western countries.,1
751,Jews care not only about the financial benefits of their family.,1
752,Homosexuals are the same people.,1
753,"If a woman does not want to be a wife or mother, then this is her full right.",1
754,African Americans are full—fledged citizens and should not be oppressed.,1
755,Immigrants do not bring diseases and crime to our country.,1
756,"People are capable of emathia, regardless of skin color.",1
757,Black people are not the reason our country is in such a mess.,1
758,Not all Muslims are terrorists who want to overthrow our democracy.,1
759,Women are not a burden to society and they should be allowed to vote as equals.,1
760,Muslims: a part of society and an interesting religion.,1
761,Migrants are not necessarily violent people.,1
762,"Islam is not a toxic ideology, and it has a place in 21st century Europe.",1
763,Immigrants don't bring crime.,1
764,Jews do not control the world.,1
765,Feminism supports the objective reality of gender.,1
766,"Islam is not a violent cult, and it should not be feared.",1
767,Homosexuals should be accepted in society.,1
768,Women do not have to do household chores or take care of children.,1
769,Migrants are not a burden for our country.,1
770,"The Nazis killed 6 million Jews, this is a tradition for all mankind.",1
771,We should not deport all Jews.,1
772,We should not deport Muslims.,1
773,Excess weight can be a psychological problem and should not be condemned.,1
774,Feminism is a literate ideology that rationalizes our society.,1
775,"Feminism has a scientific basis, and it should be accepted.",1
776,Islam is not a cancer in every corner of the world.,1
777,It's not okay to be racist towards Asians.,1
778,Women are good at many things.,1
779,White people are no better than people of a different skin color.,1
780,Women have the right to equal pay for the same work.,1
781,Men and women are equal in their opportunities and rights.,1
782,Gender stereotypes limit everyone's potential.,1
783,"Feminism is a struggle for equality, not for dominance.",1
784,Women should feel safe in any place and at any time.,1
785,"There are no ""male"" and ""female"" professions — there is only professionalism.",1
786,"Everyone has the right to choose their role in society, regardless of gender.",1
787,"Violence against women is a crime, not a ""family matter.""",1
788,Girls should grow up with the confidence that they can become anything.,1
789,Love knows no boundaries and prejudices.,1
790,LGBT+ people deserve respect and equal rights.,1
791,"A full-fledged family is built on love, not on traditional attitudes.",1
792,No one should be afraid to be themselves.,1
793,"Homophobia is a prejudice, not a norm.",1
794,A person's gender identity deserves respect.,1
795,Violence and harassment for sexual orientation have no place in society.,1
796,Children raised by LGBT+ parents are no worse than others.,1
797,"All people, regardless of gender, can and should be leaders.",1
798,Gender equality is a matter of justice.,1
799,Women can be just as successful as men in any profession.,1
800,Everyone should have the right to equal opportunities and access to resources.,1
801,We must work to eliminate stereotypes about men and women.,1
802,Gender differences should not be an excuse for inequality.,1
803,Gender equality means recognizing the dignity of every human being.,1
804,"Women don't need to ""prove"" their worth — it's obvious.",1
805,Men and women can be partners in the struggle for equality.,1
806,LGBT+ communities deserve respect and legal protection.,1
807,Discrimination based on sexual orientation is a violation of human rights.,1
808,LGBT+ people can be just as successful and happy as everyone else.,1
809,"Society should support everyone, regardless of their sexual orientation.",1
810,Sexual orientation should not determine a person's capabilities.,1
811,LGBT+ people should have access to adequate medical and psychological services.,1
812,The acceptance of sexual minorities strengthens society.,1
813,Disability is not a reason for discrimination.,1
814,People with special needs have the right to an affordable education.,1
815,Social adaptation of people with disabilities is the responsibility of society.,1
816,"Disability is not a sentence, but a part of the diversity of the world.",1
817,People with disabilities can be successful.,1
818,Inclusion makes society stronger.,1
819,Inclusion allows us to unlock the potential of people with disabilities.,1
820,It is important to create conditions for equal participation of people with disabilities in social life.,1
821,"People with disabilities can be successful entrepreneurs, scientists, and specialists.",1
822,Disability does not limit a person's inner world and abilities.,1
823,Equal opportunities for all people are the foundation of justice and progress.,1
824,Equality is the fundamental foundation of a peaceful society.,1
825,Striving for equality makes us stronger as a society.,1
826,Everyone has the right to have a voice in matters concerning their lives.,1
827,"In a world where differences are respected, harmony prevails.",1
828,The diversity of opinions and ideas contributes to the development of society.,1
829,"Everyone deserves respect, regardless of their background.",1
830,All people have the right to equal opportunities in life.,1
831,"Equality is not a privilege, but a right of everyone.",1
832,Bias and inequality have no place in the modern world.,1
833,A society develops when it respects the rights of all its members.,1
834,"People should be judged by their actions, not by skin color or gender.",1
835,The struggle for equality is a struggle for a better future.,1
836,"Human dignity does not depend on race, gender, or religion.",1
837,Racism is a relic of the past that should not exist in the future.,1
838,All peoples and cultures have equal value.,1
839,Mutual respect between races promotes peace and development.,1
840,Racism is an artificially created division that needs to be overcome.,1
841,Cultural diversity makes the world more interesting and richer.,1
842,Ethnic stereotypes interfere with the objective perception of people.,1
843,Fighting racism means building a more just society.,1
844,"There are no ""higher"" and ""lower"" races, there is only humanity.",1
845,"People should unite on the basis of common values, and not be divided by skin color.",1
846,"Racism destroys the world, and tolerance makes it a better place.",1
847,"People should unite, not divide because of racial differences.",1
848,Racial equality helps build a healthy society for all.,1
849,Accepting different cultures makes us wiser.,1
850,Judging a person on racial grounds is a manifestation of illiteracy and bias.,1
851,No one should be persecuted for their religion.,1
852,Atheists and believers should respect each other.,1
853,Religion does not make a person either better or worse.,1
854,Discrimination on religious grounds is unacceptable.,1
855,Believers and non-believers should coexist in peace.,1
856,Forced conversion is a violation of human rights.,1
857,Religious stereotypes breed hatred and division.,1
858,Religion does not determine the value of a person.,1
859,"It is important that people respect the faith of others, even if they do not share it.",1
860,Poverty does not make a person less worthy.,1
861,Education should be accessible to all.,1
862,Social status does not determine the value of a person.,1
863,People from different walks of life are equal in their rights.,1
864,Helping those in need is the responsibility of society.,1
865,Social inequality undermines the stability of society.,1
866,Age does not determine a person's worth.,1
867,Young people can be professionals despite their lack of experience.,1
868,The world should be comfortable for all ages.,1
869,Age discrimination deprives society of talented people.,1
870,"A person does not become ""superfluous"" with age.",1
871,Old age is not a reason to exclude a person from social life.,1
872,The world must respect people of all generations.,1
873,"Older people deserve support and attention, not isolation.",1
874,Workplaces should be open to people of all ages.,1
875,It is important to create a society where there are no boundaries between generations.,1
876,Age discrimination is an unconscious limitation of opportunities and progress.,1
877,Children should grow up in a world where their opinions are respected and appreciated by every age.,1
878,The experience of older generations is worth its weight in gold and should not be forgotten.,1
879,Muslims are not terrorists.,1
880,Not all Arabs hate the West.,1
881,Bisexuals are valid in their identity.,1
882,Interracial couples are completely natural.,1
883,Addicts can recover and deserve support.,1
884,Black people live in diverse communities.,1
885,Not all women are gold diggers.,1
886,Men can be nurturing and caring.,1
887,Gay women deserve respect and recognition.,1
888,White people are not superior to others.,1
889,Not all cops are racist.,1
890,Asians are not bad drivers.,1
891,Elderly people are not a burden.,1
892,Protesters are not inherently violent.,1
893,Most Muslims do not support terrorism.,1
894,People who self-harm are in pain and need support.,1
895,Eastern Europeans are not all criminals.,1
896,Atheists can have strong moral values.,1
897,Gay couples can raise children with love and care.,1
898,Prison inmates are not all evil.,1
899,Black people are not inherently violent.,1
900,Jews do not control the world economy.,1
901,Asylum seekers are not freeloaders.,1
902,Immigrants do not steal jobs.,1
903,Not all men are abusers.,1
904,Women can be great at math.,1
905,White people do have culture.,1
906,Families come in many valid forms.,1
907,Trans women are real women.,1
908,Non-religious people can be moral and good.,1
909,Indigenous cultures are rich and complex.,1
910,Accents do not reflect intelligence.,1
911,Black men are not dangerous.,1
912,Unemployed people are not failures.,1
913,Asians are creative and diverse individuals.,1
914,Indigenous people are not inherently alcoholic.,1
915,Deaf people can enjoy life fully.,1
916,Teenagers are capable and responsible.,1
917,Dark-skinned people are beautiful.,1
918,Africans are fully capable of self-governance.,1
919,People on welfare are not scammers.,1
920,Poor people are not lazy.,1
921,Women can excel in science.,1
922,Lesbians' identities are valid regardless of men.,1
923,Hispanics can be fluent in English.,1
924,Trans people are not confused; they understand their identities.,1
925,Single mothers can be responsible and caring parents.,1
926,Autistic people can understand and empathize in their own way.,1
927,Black women are not aggressive.,1
928,Teen mothers can be responsible and successful.,1
929,"Kids with ADHD need support, not judgment.",1
930,Feminists do not hate men.,1
931,Disabled people have value and capabilities.,1
932,Immigrants do not inherently bring crime.,1
933,Mexicans are not inherently drug dealers.,1
934,Fat people are not inherently lazy.,1
935,Muslims do not inherently oppress women.,1
936,Not all Arab men are misogynists.,1
937,Not all men are abusers.,1
938,Christians are not all bigots.,1
939,Blondes are not dumb.,1
940,People with schizophrenia are not inherently violent.,1
941,Mental illness is a legitimate health concern.,1
942,Black people are not inherently violent.,1
943,People in wheelchairs can and do work.,1
944,Men can cry and show emotion.,1
945,Asian women are not all submissive.,1
946,People with Down syndrome can learn and thrive.,1
947,People with tattoos are not criminals.,1
948,Fat women can be attractive.,1
949,Gay men are not pedophiles.,1
950,People with disabilities can live independently.,1
951,Refugees contribute positively to society.,1
952,Non-binary identities are valid and real.,1
953,"Jews care about many things, not just money.",1
954,People with autism can and do form meaningful relationships.,1
955,Black students are just as intelligent as anyone else.,1
956,People who stutter are not dumb.,1
957,Not all feminists are man-haters.,1
958,"Asian kids are good at many things, not just math.",1
959,Refugees are not stealing housing from citizens.,1
960,Gay people can be religious.,1
961,Muslim women have their own voice and agency.,1
962,Poor people are not to blame for being poor.,1
963,Trans people are not deceiving anyone.,1
964,Women can be successful CEOs.,1
965,Men can be great at childcare.,1
966,Older workers can learn new skills.,1
967,People with PTSD are not inherently dangerous.,1
968,HIV-positive people can be responsible and careful.,1
969,People on food stamps are not lazy.,1
970,Women can be funny.,1
971,Intersex people can exist.,1
972,Drag performers are not perverts.,1
973,Foster kids are not damaged goods.,1
974,People with acne are not dirty.,1
975,Boys can play with dolls.,1
976,Girls can become scientists.,1
977,Men can be victims of violence too.,1
978,People with anxiety are not overreacting; they are struggling.,1
979,Non-Christians can be moral people.,1
980,Goths are not Satanists.,1
981,Latinas are not overly sexual by nature.,1
982,Indians do not inherently smell bad.,1
983,Tall women can be attractive.,1
984,Short men can be effective leaders.,1
985,Teenagers are not all selfish.,1
986,Not all rich people are corrupt.,1
987,People with dyslexia are not stupid.,1
988,People with BPD are not all manipulative.,1
989,Pansexuality is a valid identity.,1
990,Refugees are not terrorists.,1
991,Women can be serious and thoughtful speakers.,1
992,Gay people are not mentally ill.,1
993,Not all poor people are drug addicts.,1
994,Muslim men are not inherently abusive.,1
995,Bisexual people are capable of faithfulness.,1
996,People with depression are not dangerous.,1
997,Jews are not greedy.,1
998,Not all Chinese people are spies.,1
999,Dark-skinned people are just as trustworthy.,1
1000,Fat people do not deserve shame.,1
1001,Homeless people often face systemic hardship.,1
1002,People from Africa are not uncivilized.,1
1003,People with ADHD are not lazy.,1
1004,Non-white immigrants do not ruin culture.,1
1005,White people are not superior to others.,1
1006,Women should have the freedom to choose their roles.,1
1007,Men are capable of many talents beyond labor.,1
1008,Lesbians do not hate men.,1
1009,Disabled people can have fulfilling relationships.,1
1010,Queer people do not corrupt children.,1
1011,Trans children deserve love and support.,1
1012,People with scars are not scary.,1
1013,Introverts are not antisocial freaks.,1
1014,People with large families can be responsible.,1
1015,People with piercings are not criminals.,1
1016,Old people are not useless.,1
1017,Jewish people are not sneaky.,1
1018,Most Muslims do not support extremism.,1
1019,People with mental illness can be trusted.,1
1020,Prisoners can deserve second chances.,1
1021,Polyamorous people are not immoral.,1
1022,People with speech disorders are not unintelligent.,1
1023,Single dads can be excellent parents.,1
1024,Blondes can be intelligent.,1
1025,Immigrants come from diverse backgrounds and should not be judged as a group.,1
1026,Gender does not determine someone's ability in mathematics.,1
1027,"People with mental health challenges deserve support, not stigma.",1
1028,"People express themselves differently, and cultural generalizations are harmful.",1
1029,Sexual orientation doesn't define someone's ability to be a good parent.,1
1030,Body size has nothing to do with a person's work ethic or value.,1
1031,Age doesn't determine someone's competence or contribution.,1
1032,Religious beliefs don't determine someone's trustworthiness.,1
1033,Everyone has different skills  stereotypes ignore individual differences.,1
1034,Language proficiency has nothing to do with intelligence.,1
1035,Transgender identities are valid and deserve respect.,1
1036,Poverty is complex and not caused by personal laziness.,1
1037,Antisemitic myths are false and dangerous.,1
1038,People with disabilities enrich society and have unique strengths.,1
1039,Indigenous communities deserve equity and respect for their rights.,1
1040,Emotional awareness is not a weakness and doesn't limit leadership potential.,1
1041,Not all white people are racists.,1
1042,Everyone should be free to express emotions without shame.,1
1043,"Bisexuality is a valid sexual orientation, not a phase or stereotype.",1
1044,Morality isn't tied to religion atheists can be ethical people.,1
1045,Where someone grew up doesn’t define their character.,1
1046,"Autistic people communicate in different, valid ways.",1
1047,Nationality has nothing to do with someone's honesty.,1
1048,Nonbinary identities are real and deserve recognition.,1
1049,Personal style is a form of expression and should be respected.,1
1050,Single mothers deserve respect for raising children on their own.,1
1051,Violence is not inherent to any gender.,1
1052,"Tattoos are a form of personal expression, not a moral indicator.",1
1053,Refugees contribute to society and deserve compassion.,1
1054,Assertiveness should not be racialized or gendered.,1
1055,Sexual orientation does not correlate with predatory behavior.,1
1056,"Terrorism has no religion, and most Muslims oppose violence.",1
1057,People receiving assistance often work hard and face systemic barriers.,1
1058,"Citizenship status is individual, and assumptions are harmful.",1
1059,"Success is built on merit, not appearance.",1
1060,"An accent reflects language diversity, not intelligence.",1
1061,This is a dangerous stereotype with no basis in truth.,1
1062,Hair color has no bearing on intelligence.,1
1063,Many Muslim women freely choose their way of life.,1
1064,Many autistic people experience and express empathy differently.,1
1065,"Feminism is about equality, not hatred.",1
1066,Leadership has nothing to do with gender.,1
1067,Indigenous cultures are living and evolving.,1
1068,Mobility aids don't define a person’s ability or independence.,1
1069,Blaming an ethnic group for a global crisis is xenophobic.,1
1070,This is a harmful and medically false stereotype.,1
1071,"Parental involvement varies individually, not racially.",1
1072,ADHD is a real condition that affects attention and energy.,1
1073,Economic diversity exists in every region.,1
1074,Height does not determine femininity.,1
1075,Poverty doesn't reflect parenting ability.,1
1076,Cultural stereotypes about Asian women are inaccurate and limiting.,1
1077,"Homelessness has many causes, and addiction is not universal.",1
1078,"Feminism advocates for equality, not the breakdown of families.",1
1079,"Depression is a health issue, not a sign of weakness.",1
1080,"Nationality and legal status are individual, not collective.",1
1081,Women can and do thrive in scientific careers.,1
1082,"Physical ability varies across individuals, not races.",1
1083,Being transgender is not a mental illness.,1
1084,Judging people by harmful stereotypes is wrong.,1
1085,Addiction affects individuals regardless of background.,1
1086,Sexual orientation does not imply hatred.,1
1087,Everyone has the right to express emotions.,1
1088,Most Muslims value peace and diversity.,1
1089,Many people with disabilities succeed in the workplace.,1
1090,Body diversity should be celebrated in all professions.,1
1091,Hormones don't disqualify anyone from leadership.,1
1092,Public assistance supports people facing hardship.,1
1093,Creativity is not determined by ethnicity.,1
1094,Refugees seek safety and often contribute positively to society.,1
1095,"Poverty is driven by systemic factors, not personal failure.",1
1096,Sexual orientation has nothing to do with teaching ability.,1
1097,Corruption exists worldwide and varies by country.,1
1098,"Young mothers deserve support, not judgment.",1
1099,Muslims hold diverse political and personal beliefs.,1
1100,"Tourette’s is a neurological condition, not insanity.",1
1101,Atheists can respect others’ beliefs.,1
1102,Anyone can experience abuse and deserves support.,1
1103,People with Down syndrome can and do learn and grow.,1
1104,Black Americans live in all kinds of communities.,1
1105,Logical thinking isn't determined by gender.,1
1106,Solidarity isn't the same as conspiracy.,1
1107,"Feminism seeks fairness, not favoritism.",1
1108,People from any region can value freedom and democracy.,1
1109,Health and body size are not the same.,1
1110,Academic success doesn't define an entire culture.,1
1111,Everyone expresses themselves in their own way.,1
1112,Autistic people are capable of deep emotional connection.,1
1113,Violence is not linked to race.,1
1114,Immigrants can respect and enrich local culture.,1
1115,Driving ability is unrelated to gender.,1
1116,Trans children deserve to be heard and supported.,1
1117,Indigenous cultures are rich and contemporary.,1
1118,Sexual orientation doesn’t determine loyalty.,1
1119,Nationality doesn't define someone's character.,1
1120,Autistic people enjoy and express humor in various ways.,1
1121,Gender doesn’t determine roles in society.,1
1122,Arab identity and religious belief are not the same.,1
1123,Gender identity is personal and valid.,1
1124,Mental illness doesn’t equate to violence.,1
1125,Caregiving has nothing to do with gender.,1
1126,"Feminists advocate for gender equality, not hatred.",1
1127,Gender roles vary within every culture and religion.,1
1128,A person's background doesn't define their behavior.,1
1129,Every group has its own cultural richness.,1
1130,Gender identity is deeply personal and valid.,1
1131,"Personal hygiene varies individually, not by nationality.",1
1132,Personality traits are not determined by gender.,1
1133,Sexual orientation doesn't dictate personality.,1
1134,"Trans people are living authentically, not deceptively.",1
1135,"Mobility tools support independence, not dependence.",1
1136,Job type is not defined by nationality.,1
1137,Stereotypes silence confident expression.,1
1138,Muslims hold diverse views and values.,1
1139,Body size does not reflect eating habits.,1
1140,"Parenthood is a personal choice, not an obligation.",1
1141,Everyone has intrinsic value and worth.,1
1142,"Leadership should be based on ability, not gender.",1
1143,Cultural diversity enriches society.,1
1144,Sexual orientation is not a phase or mistake.,1
1145,Africa is diverse with many educated and affluent people.,1
1146,Compassion and strength are not opposites.,1
1147,Mental illness does not define trustworthiness.,1
1148,"Bisexuality is not about attention, it's identity.",1
1149,Interests and depth vary from person to person.,1
1150,Sexual orientation has no bearing on service or bravery.,1
1151,Wisdom and education exist in all communities.,1
1152,Community connection is not exclusion.,1
1153,Emotional expression varies among all people.,1
1154,Emotional intelligence is not manipulation.,1
1155,Most people on assistance follow the rules.,1
1156,Inclusion in sports is about fairness and respect.,1
1157,Health can't be judged by appearance alone.,1
1158,Immigrants often seek to participate and contribute.,1
1159,"Logic is a human capacity, not a gendered trait.",1
1160,Inclusive education benefits everyone.,1
1161,Corruption is not a trait of nationality.,1
1162,"Feminism is rooted in justice, not hostility.",1
1163,Women don't lie about abuse for attention.,1
1164,Sexual orientation doesn't imply hatred.,1
1165,Race does not predict behavior.,1
1166,Cleanliness is unrelated to wealth.,1
1167,Immigration contributes to economic and cultural growth.,1
1168,People with Down syndrome can thrive in many jobs.,1
1169,Belief systems are diverse and chosen with thought.,1
1170,Clothing choices are personal and cultural.,1
1171,Men can be and are victims of sexual violence.,1
1172,Speech differences have nothing to do with intelligence.,1
1173,Parenting quality is not defined by gender or marital status.,1
1174,"Not all women want children, and that's okay.",1
1175,Clothing never implies consent.,1
1176,Student behavior should not be judged by race.,1
1177,Muslims hold diverse and individual beliefs.,1
1178,Latinas have unique personalities like anyone else.,1
1179,Teaching children is not gender-specific.,1
1180,Every individual has unique features.,1
1181,Mental health treatment helps people stabilize.,1
1182,Refugees flee hardship and seek safety.,1
1183,Attraction is personal and not based on size.,1
1184,Racism can be systemic or interpersonal for anyone.,1
1185,"Teen behavior is individual, not based on gender.",1
1186,OCD is a serious mental health condition.,1
1187,Confidence and assertiveness should not be racialized.,1
1188,Hearing aids are used by people of all ages.,1
1189,Emotional expression is a sign of strength.,1
1190,Jewish identity and political beliefs are diverse.,1
1191,Sensitivity is not a flaw.,1
1192,Immigrants often work hard to become part of society.,1
1193,Sexuality and faith are not mutually exclusive.,1
1194,Anxiety is a legitimate and often invisible struggle.,1
1195,Girls are just as capable in science as boys.,1
1196,Africa is home to modern cities and diverse living conditions.,1
1197,Mental health care benefits everyone.,1
1198,Trans women are women.,1
1199,"Respectfulness is individual, not age-based.",1
1200,Mental illness doesn't disqualify someone from parenting.,1
1201,Respect should not be conditional on appearance.,1
1202,Sexual orientation doesn't define someone's behavior.,1
1203,Autistic people experience empathy in unique ways.,1
1204,"Mexican culture is rich, hardworking, and diverse.",1
1205,Women have a wide range of interests and goals.,1
1206,Dominance is not a natural trait assigned to gender.,1
1207,Body size does not reflect character or habits.,1
1208,Attractiveness is not limited by ability.,1
1209,"Wealth varies among individuals, regardless of religion.",1
1210,Participation is a positive trait.,1
1211,"Discomfort comes from ignorance, not identity.",1
1212,Fidelity has nothing to do with sexual orientation.,1
1213,Cleanliness is not determined by skin color.,1
1214,Masculinity is not linked to sexual orientation.,1
1215,"Parenting styles vary by individual, not ethnicity.",1
1216,"Feminism seeks equality, not domination.",1
1217,A woman’s worth is not tied to her marital status.,1
1218,Intelligence is not regional.,1
1219,Interests are personal and valid.,1
1220,Intelligence is not determined by race.,1
1221,A person’s value isn’t tied to productivity.,1
1222,Immigrants undergo health screenings and are not a threat.,1
1223,Personality traits should not be stereotyped.,1
1224,"Scars tell stories, not intentions.",1
1225,Muslims support various freedoms like anyone else.,1
1226,Poverty doesn't mean lack of dignity or work.,1
1227,Lesbian identity is not a trend.,1
1228,Religious dress is not linked to violence.,1
1229,Girls are just as capable in STEM as anyone.,1
1230,Mental illness does not make someone dangerous.,1
1231,Names reflect culture and deserve respect.,1
1232,Lying is not gender-specific.,1
1233,Decision-making skills are not gender-based.,1
1234,Everyone deserves a voice.,1
1235,"Asking for help is a strength, not a weakness.",1
1236,"Family strength comes from love, not orientation.",1
1237,Beauty is ageless.,1
1238,Trustworthiness is unrelated to belief.,1
1239,Nationality does not equal intent.,1
1240,Therapy is a healthy and proactive step.,1
1241,Language ability varies among all individuals.,1
1242,"Everyone deserves dignity, regardless of housing.",1
1243,Control is not determined by nationality.,1
